incident_number,ucr_category,type_of_firearm,firearm_manufacturer,firearm_model,firearm_caliber,recovery_date,address_geocode_type,recovery_block_address,city,state,recovery_zipcode,person_recovered_from_race,person_recovered_from_sex,person_recovered_from_age,address_concat,x,y,longitude,latitude,confidence,source
80-10-066589,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Cobra Enterpris,Ca Series,380C,2010-08-26 00:00:00+00,INTERSECTION,New Cut Rd / Palatka Rd,Louisville,KY,40214,Hispanic,M,18,New Cut Rd / Palatka Rd Louisville KY 40214,1201509.75,240629.7188,-85.77635186,38.15079167,,LOJIC
80-13-095807,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,,9MM,2013-12-15 00:00:00+00,INTERSECTION,New Cut Rd / Palatka Rd,Louisville,KY,40214,Middle Eastern,M,27,New Cut Rd / Palatka Rd Louisville KY 40214,1201509.75,240629.7188,-85.77635186,38.15079167,,LOJIC
80-14-087320,Narcotics,"Pistol, Semi-automatic                                 ","Fnh Usa, Llc                                           ",,40C,2014-11-11 00:00:00+00,INTERSECTION,New Cut Rd / Southside Dr,Louisville,KY,40214,Black,M,23,New Cut Rd / Southside Dr Louisville KY 40214,1201794.375,238812.4375,-85.77525758,38.14581499,,LOJIC
80-14-087320,Narcotics,"Pistol, Semi-automatic                                 ","Fnh Usa, Llc                                           ",,40C,2014-11-11 00:00:00+00,INTERSECTION,New Cut Rd / Southside Dr,Louisville,KY,40214,Black,M,23,New Cut Rd / Southside Dr Louisville KY 40214,1201794.375,238812.4375,-85.77525758,38.14581499,,LOJIC
80-16-020282,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Heckler & Koch,Hk45,45C,2016-03-10 00:00:00+00,INTERSECTION,New Cut Rd / Southside Dr,Louisville,KY,40214,White,M,24,New Cut Rd / Southside Dr Louisville KY 40214,1201794.375,238812.4375,-85.77525758,38.14581499,,LOJIC
80-17-008030,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 19/19c (9,9MM,2017-01-27 00:00:00+00,INTERSECTION,New Cut Rd / Taylor Blvd,Louisville,KY,40214,Black,M,31,New Cut Rd / Taylor Blvd Louisville KY 40214,1200220.25,247580.3438,-85.78123724,38.16981688,,LOJIC
80-17-008030,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 19/19c (9,9MM,2017-01-27 00:00:00+00,INTERSECTION,New Cut Rd / Taylor Blvd,Louisville,KY,40214,Black,M,31,New Cut Rd / Taylor Blvd Louisville KY 40214,1200220.25,247580.3438,-85.78123724,38.16981688,,LOJIC
80-17-008030,Aggravated Assault,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 19/19c (9,9MM,2017-01-27 00:00:00+00,INTERSECTION,New Cut Rd / Taylor Blvd,Louisville,KY,40214,Black,M,31,New Cut Rd / Taylor Blvd Louisville KY 40214,1200220.25,247580.3438,-85.78123724,38.16981688,,LOJIC
80-14-088408,Wpns Law Violation,"Pistol, Revolver                                       ",North American Arms,22 Long,22C,2014-11-15 00:00:00+00,INTERSECTION,New Cut Rd / Westview Dr,Louisville,KY,40214,White,M,46,New Cut Rd / Westview Dr Louisville KY 40214,1201574.25,240155.3738,-85.77610027,38.14949222,,LOJIC
80-10-084693,Narcotics,"Pistol, Revolver                                       ",Ruger,Handguns: Singl,22C,2010-10-26 00:00:00+00,INTERSECTION,New La Grange Rd / Shelbyville Rd,Louisville,KY,40222,White,M,27,New La Grange Rd / Shelbyville Rd Louisville KY 40222,1248393.75,275865.5625,-85.61514841,38.24955886,,LOJIC
80-12-102664,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Sig-sauer,P229,9MM,2012-12-29 00:00:00+00,INTERSECTION,New La Grange Rd / Willow Springs Dr,Lyndon,KY,40242,White,M,31,New La Grange Rd / Willow Springs Dr Lyndon KY 40242,1254361.75,281182.25,-85.59463919,38.26439799,,LOJIC
80-12-079363,Aggravated Assault,"Pistol, Semi-automatic                                 ",,,9MM,2012-10-05 00:00:00+00,INTERSECTION,Nolin Pl / E Southland Blvd,Louisville,KY,40214,Hispanic,M,21,Nolin Pl / E Southland Blvd Louisville KY 40214,1206797.75,248791.0938,-85.75843029,38.17343921,,LOJIC
80-12-079363,Aggravated Assault,"Pistol, Semi-automatic                                 ",,,9MM,2012-10-05 00:00:00+00,INTERSECTION,Nolin Pl / E Southland Blvd,Louisville,KY,40214,Hispanic,M,21,Nolin Pl / E Southland Blvd Louisville KY 40214,1206797.75,248791.0938,-85.75843029,38.17343921,,LOJIC
80-15-001454,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jennings Firearms,J-22,22C,2015-01-07 00:00:00+00,INTERSECTION,Nutmeg Ct / Twin Oak Ln,Louisville,KY,40219,White,M,17,Nutmeg Ct / Twin Oak Ln Louisville KY 40219,1225482,246824.9075,-85.69333709,38.16886281,,LOJIC
80-15-001454,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Jennings Firearms,J-22,22C,2015-01-07 00:00:00+00,INTERSECTION,Nutmeg Ct / Twin Oak Ln,Louisville,KY,40219,White,M,17,Nutmeg Ct / Twin Oak Ln Louisville KY 40219,1225482,246824.9075,-85.69333709,38.16886281,,LOJIC
80-12-012640,Narcotics,"Pistol, Semi-automatic                                 ",Beretta (industria S.A.),Tomcat,32C,2012-02-16 00:00:00+00,INTERSECTION,Oakdale Ave / Southern Pky,Louisville,KY,40214,Black,M,24,Oakdale Ave / Southern Pky Louisville KY 40214,1205040.75,258712.4063,-85.76510895,38.2006005,,LOJIC
80-16-064503,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Cf-380,380C,2016-07-30 00:00:00+00,INTERSECTION,Oaklawn Dr / Preston Hwy,Louisville,KY,40219,Asian,M,28,Oaklawn Dr / Preston Hwy Louisville KY 40219,1225613,239514.5625,-85.69248327,38.14879649,,LOJIC
80-12-006061,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Rg 14,22C,2012-01-23 00:00:00+00,INTERSECTION,Okolona Ter / Preston Hwy,Louisville,KY,40219,Black,M,21,Okolona Ter / Preston Hwy Louisville KY 40219,1227477,235079.9375,-85.68576187,38.13670033,,LOJIC
80-13-063315,Narcotics,Null,"Glock, Inc.                                            ",23gen4,,2013-08-24 00:00:00+00,INTERSECTION,S 10th St / W Broadway,Louisville,KY,40203,Null,NULL,NULL,S 10th St / W Broadway Louisville KY 40203,,,,,,
80-12-006061,Wpns Law Violation,"Pistol, Revolver                                       ",Rg Industries,Rg 14,22C,2012-01-23 00:00:00+00,INTERSECTION,Okolona Ter / Preston Hwy,Louisville,KY,40219,Black,M,21,Okolona Ter / Preston Hwy Louisville KY 40219,1227477,235079.9375,-85.68576187,38.13670033,,LOJIC
80-12-006061,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt140,40C,2012-01-23 00:00:00+00,INTERSECTION,Okolona Ter / Preston Hwy,Louisville,KY,40219,Black,M,21,Okolona Ter / Preston Hwy Louisville KY 40219,1227477,235079.9375,-85.68576187,38.13670033,,LOJIC
80-12-006061,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Taurus Internat,Model Pt140,40C,2012-01-23 00:00:00+00,INTERSECTION,Okolona Ter / Preston Hwy,Louisville,KY,40219,Black,M,21,Okolona Ter / Preston Hwy Louisville KY 40219,1227477,235079.9375,-85.68576187,38.13670033,,LOJIC
80-15-087754,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,45C,2015-10-29 00:00:00+00,INTERSECTION,Old Henry Rd / Woodmont Park Ln,Louisville,KY,40245,Hispanic,M,26,Old Henry Rd / Woodmont Park Ln Louisville KY 40245,1287586.5,289562.375,-85.47932046,38.28868233,,LOJIC
80-16-039428,Stolen Property,"Pistol, Revolver                                       ",Colt,Pistol Python,357C,2016-05-09 00:00:00+00,INTERSECTION,Old Stonestreet Rd / Stonestreet Rd,Louisville,KY,40272,White,M,26,Old Stonestreet Rd / Stonestreet Rd Louisville KY 40272,,,,,,
80-15-009028,Wpns Law Violation,Null,,,,2015-02-03 00:00:00+00,INTERSECTION,Oleanda Ave / Oleanda Ct,Louisville,KY,40215,Black,M,19,Oleanda Ave / Oleanda Ct Louisville KY 40215,1198777.5,260809.2813,-85.78702281,38.20607281,,LOJIC
80-16-048513,Wpns Law Violation,Null,Hipoint,9,,2016-06-08 00:00:00+00,INTERSECTION,Oleanda Ave / Southgate Ave,Louisville,KY,40215,Black,M,18,Oleanda Ave / Southgate Ave Louisville KY 40215,1199845.625,258891.7188,-85.78319506,38.20085676,,LOJIC
80-16-048513,Wpns Law Violation,Null,Taurus International,Taurus,,2016-06-08 00:00:00+00,INTERSECTION,Oleanda Ave / Southgate Ave,Louisville,KY,40215,Black,M,18,Oleanda Ave / Southgate Ave Louisville KY 40215,1199845.625,258891.7188,-85.78319506,38.20085676,,LOJIC
80-10-029111,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Davis Industrie,P-380,380C,2010-04-22 00:00:00+00,INTERSECTION,Oleanda Ave / Taylor Blvd,Louisville,KY,40215,Black,M,19,Oleanda Ave / Taylor Blvd Louisville KY 40215,1200027.75,258785.875,-85.78255525,38.20057448,,LOJIC
80-15-098535,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,Jh-45,45C,2015-12-04 00:00:00+00,INTERSECTION,Oleanda Ave / Taylor Blvd,Louisville,KY,40215,Black,M,25,Oleanda Ave / Taylor Blvd Louisville KY 40215,1200027.75,258785.875,-85.78255525,38.20057448,,LOJIC
80-15-091655,Wpns Law Violation,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",Model 22/22c (4,40C,2015-11-11 00:00:00+00,INTERSECTION,Olive St / Wilson Ave,Louisville,KY,40211,Black,M,42,Olive St / Wilson Ave Louisville KY 40211,1195339.875,270618.4375,-85.7995587,38.23284695,,LOJIC
80-10-022342,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unknown Manufac,Unknown,380C,2010-03-30 00:00:00+00,INTERSECTION,Oneida Ct / Cayuga St,Louisville,KY,40215,Black,M,20,Oneida Ct / Cayuga St Louisville KY 40215,,,,,,
80-10-022342,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unknown Manufac,Unknown,380C,2010-03-30 00:00:00+00,INTERSECTION,Oneida Ct / Cayuga St,Louisville,KY,40215,Black,M,20,Oneida Ct / Cayuga St Louisville KY 40215,,,,,,
80-10-022342,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2010-03-30 00:00:00+00,INTERSECTION,Oneida Ct / Cayuga St,Louisville,KY,40215,Black,M,20,Oneida Ct / Cayuga St Louisville KY 40215,,,,,,
80-10-022342,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Hipoint,,9MM,2010-03-30 00:00:00+00,INTERSECTION,Oneida Ct / Cayuga St,Louisville,KY,40215,Black,M,20,Oneida Ct / Cayuga St Louisville KY 40215,,,,,,
80-14-046542,Wpns Law Violation,"Pistol, Revolver                                       ",Smith & Wesson,,38C,2014-06-25 00:00:00+00,INTERSECTION,Orchard Way / St Dennis Ave,Louisville,KY,40216,Black,M,17,Orchard Way / St Dennis Ave Louisville KY 40216,1186336.25,258333.4063,-85.83016551,38.1986969,,LOJIC
80-10-042304,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unknown Manufac,None,22C,2010-06-06 00:00:00+00,INTERSECTION,Ormsby // Garvin Pl,Louisville,KY,40203,Black,M,50,Ormsby // Garvin Pl Louisville KY 40203,,,,,,
80-10-042304,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Unknown Manufac,None,22C,2010-06-06 00:00:00+00,INTERSECTION,Ormsby // Garvin Pl,Louisville,KY,40203,Black,M,50,Ormsby // Garvin Pl Louisville KY 40203,,,,,,
80-11-050245,Wpns Law Violation,"Shotgun, Single-shot                                   ",Harrington & Ri,Topper,12GA,2011-06-28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,White,M,36,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-11-050245,Wpns Law Violation,"Shotgun, Single-shot                                   ",Harrington & Ri,Topper,16GA,2011-06-28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,White,M,36,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-10-097574,Wpns Law Violation,"Pistol, Revolver                                       ",Harrington & Ri,,22C,2010-12-10 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,Black,M,50,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-11-050245,Wpns Law Violation,"Rifle, Single-shot                                     ",Savage Arms Inc,,22C,2011-06-28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,White,M,36,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-11-050245,Wpns Law Violation,"Rifle, Single-shot                                     ",Marlin Firearms,Model 60 Series,22C,2011-06-28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,White,M,36,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-11-050245,Wpns Law Violation,"Shotgun, Single-shot                                   ",Iver Johnson Ar,,410G,2011-06-28 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,White,M,36,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-14-033023,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: 4506,45C,2014-05-09 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,White,M,22,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-16-022210,Narcotics,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Pistol: Model X,45C,2016-03-16 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,Black,M,23,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-16-022210,Narcotics,"Pistol, Semi-automatic                                 ","Springfield Armory,geneseo,il                          ",Pistol: Model X,45C,2016-03-16 00:00:00+00,INTERSECTION,Outer Loop / Preston Hwy,Louisville,KY,40219,Black,M,23,Outer Loop / Preston Hwy Louisville KY 40219,1227205.75,235717.1563,-85.68673939,38.13843832,,LOJIC
80-11-095174,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Bauer Fireamrs,Bauer 25 Acp,25C,2011-11-23 00:00:00+00,INTERSECTION,Outer Loop / Shepherdsville Rd,Louisville,KY,40219,White,M,24,Outer Loop / Shepherdsville Rd Louisville KY 40219,1235579,235781.2813,-85.65763349,38.13896941,,LOJIC
80-14-047979,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Colt,Rf Government,380C,2014-06-30 00:00:00+00,INTERSECTION,Outer Loop / Shepherdsville Rd,Louisville,KY,40219,Hispanic,M,50,Outer Loop / Shepherdsville Rd Louisville KY 40219,1235579,235781.2813,-85.65763349,38.13896941,,LOJIC
80-10-029650,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Smith & Wesson,Pistols: 4006 M,40C,2010-04-24 00:00:00+00,INTERSECTION,Outer Loop / Shepherdsville Rd,Louisville,KY,40219,Black,M,30,Outer Loop / Shepherdsville Rd Louisville KY 40219,1235579,235781.2813,-85.65763349,38.13896941,,LOJIC
80-12-079949,Narcotics,"Pistol, Semi-automatic                                 ",Grendel Inc.,Model P12,380C,2012-10-08 00:00:00+00,INTERSECTION,Outer Loop / Vaughn Mill Rd,Louisville,KY,40228,White,M,21,Outer Loop / Vaughn Mill Rd Louisville KY 40228,1243976.501,235049.625,-85.62840144,38.13730924,,LOJIC
80-16-014510,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,,9MM,2016-02-18 00:00:00+00,INTERSECTION,Palakta Rd / Southside,Louisville,KY,40214,Black,M,21,Palakta Rd / Southside Louisville KY 40214,,,,,,
80-16-006616,Narcotics,"Pistol, Semi-automatic                                 ",Ruger,,22C,2016-01-21 00:00:00+00,INTERSECTION,Paul Ave / Schneiter Ave,Louisville,KY,40215,White,M,32,Paul Ave / Schneiter Ave Louisville KY 40215,1199256.001,259255.625,-85.78526769,38.20182895,,LOJIC
80-15-021582,Wpns Law Violation,"Pistol, Semi-automatic                                 ",,Tp9,9MM,2015-03-26 00:00:00+00,INTERSECTION,S 26th St / Maple St,Louisville,KY,40211,Black,M,21,S 26th St / Maple St Louisville KY 40211,,,,,,
80-10-096978,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Ruger,,4570,2010-12-08 00:00:00+00,INTERSECTION,Peabody Ct / Peabody Ln,Louisville,KY,40218,White,M,25,Peabody Ct / Peabody Ln Louisville KY 40218,1230771,259367.8125,-85.67561768,38.20352792,,LOJIC
80-11-015313,Wpns Law Violation,"Pistol, Semi-automatic                                 ",Phoenix Arms Co,Hp Models,25C,2011-03-02 00:00:00+00,INTERSECTION,Pennacook Rd / St Andrews Church Rd,Louisville,KY,40214,Black,M,21,Pennacook Rd / St Andrews Church Rd Louisville KY 40214,1193915.75,242112.0475,-85.80284285,38.15451306,,LOJIC
80-14-023698,Narcotics,"Pistol, Semi-automatic                                 ","Fnh Usa, Llc                                           ",,40C,2014-04-05 00:00:00+00,INTERSECTION,Phillips Ln / Preston Hwy,Louisville,KY,40213,Black,M,22,Phillips Ln / Preston Hwy Louisville KY 40213,1214649.251,257482.5625,-85.73160834,38.19765298,,LOJIC
80-14-023710,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2014-04-05 00:00:00+00,INTERSECTION,Phillips Ln / Preston Hwy,Louisville,KY,40213,Black,M,26,Phillips Ln / Preston Hwy Louisville KY 40213,1214649.251,257482.5625,-85.73160834,38.19765298,,LOJIC
80-14-023710,Narcotics,"Pistol, Semi-automatic                                 ","Glock, Inc.                                            ",,9MM,2014-04-05 00:00:00+00,INTERSECTION,Phillips Ln / Preston Hwy,Louisville,KY,40213,Black,M,26,Phillips Ln / Preston Hwy Louisville KY 40213,1214649.251,257482.5625,-85.73160834,38.19765298,,LOJIC
80-14-023698,Narcotics,"Pistol, Semi-automatic                                 ",Sarmco,,9MM,2014-04-05 00:00:00+00,INTERSECTION,Phillips Ln / Preston Hwy,Louisville,KY,40213,Black,M,22,Phillips Ln / Preston Hwy Louisville KY 40213,1214649.251,257482.5625,-85.73160834,38.19765298,,LOJIC
80-14-023698,Narcotics,"Pistol, Semi-automatic                                 ",Sarmco,,9MM,2014-04-05 00:00:00+00,INTERSECTION,Phillips Ln / Preston Hwy,Louisville,KY,40213,Black,M,22,Phillips Ln / Preston Hwy Louisville KY 40213,1214649.251,257482.5625,-85.73160834,38.19765298,,LOJIC
80-14-023698,Narcotics,"Pistol, Semi-automatic                                 ",Sarmco,,9MM,2014-10-09 00:00:00+00,INTERSECTION,Phillips Ln / Preston Hwy,Louisville,KY,40213,Black,M,23,Phillips Ln / Preston Hwy Louisville KY 40213,1214649.251,257482.5625,-85.73160834,38.19765298,,LOJIC
